pathways	pvals	adjP	ctype	pathType	universe	coefType	direction
GlcT	1	1	TCGA_KIRC	Functions	genome	purity	up
CS4ST	1	1	TCGA_KIRC	Functions	genome	purity	up
Kinase	1	1	TCGA_KIRC	Functions	genome	purity	up
Sialidase	1	1	TCGA_KIRC	Functions	genome	purity	up
Putative_or_Inactive_Glycogenes	1	1	TCGA_KIRC	Functions	genome	purity	up
Other_GlcNAcT	1	1	TCGA_KIRC	Functions	genome	purity	up
IdoA_2C_Sulfatase	1	1	TCGA_KIRC	Functions	genome	purity	up
GlcA_IdoA2ST	1	1	TCGA_KIRC	Functions	genome	purity	up
Gal6ST	1	1	TCGA_KIRC	Functions	genome	purity	up
Deacetylase	1	1	TCGA_KIRC	Functions	genome	purity	up
GalNAc6ST	1	1	TCGA_KIRC	Functions	genome	purity	up
α1-2_FucosylT	1	1	TCGA_KIRC	Functions	genome	purity	up
Decarboxylase	1	1	TCGA_KIRC	Functions	genome	purity	up
XylT	1	1	TCGA_KIRC	Functions	genome	purity	up
GlcAT3ST	1	1	TCGA_KIRC	Functions	genome	purity	up
UDP-Gal_Transporter	1	1	TCGA_KIRC	Functions	genome	purity	up
β3GalNAcT	1	1	TCGA_KIRC	Functions	genome	purity	up
α1-6_FucosylT	1	1	TCGA_KIRC	Functions	genome	purity	up
Glucuronidase	1	1	TCGA_KIRC	Functions	genome	purity	up
β4GlcAT	1	1	TCGA_KIRC	Functions	genome	purity	up
Glucosidase	1	1	TCGA_KIRC	Functions	genome	purity	up
Uridylyltransferase	1	1	TCGA_KIRC	Functions	genome	purity	up
Guanylyltransferase	1	1	TCGA_KIRC	Functions	genome	purity	up
GlcNAc_6C_Sulfatase	1	1	TCGA_KIRC	Functions	genome	purity	up
Aminotransferase	1	1	TCGA_KIRC	Functions	genome	purity	up
Acetylesterase	1	1	TCGA_KIRC	Functions	genome	purity	up
Synthase	1	1	TCGA_KIRC	Functions	genome	purity	up
UDP-Xyl_Transporter	1	1	TCGA_KIRC	Functions	genome	purity	up
UDP-GlcNAc_Transporter	1	1	TCGA_KIRC	Functions	genome	purity	up
UDP-Glc_Transporter	1	1	TCGA_KIRC	Functions	genome	purity	up
GDP-Man_Transporter	1	1	TCGA_KIRC	Functions	genome	purity	up
Oligosaccharyltransferase	1	1	TCGA_KIRC	Functions	genome	purity	up
CMP-Neu5Ac_Transporter	1	1	TCGA_KIRC	Functions	genome	purity	up
GDP-Man_Synthesis	1	1	TCGA_KIRC	Functions	genome	purity	up
Nucleotide_Sugar_Synthesis	1	1	TCGA_KIRC	Functions	genome	purity	up
Nucleotide_Sugar	1	1	TCGA_KIRC	Functions	genome	purity	up
donor_synthesis	1	1	TCGA_KIRC	Functions	genome	purity	up
Pathway	1	1	TCGA_KIRC	Functions	genome	purity	up
β3GlcNAcT	1	1	TCGA_KIRC	Functions	genome	purity	up
α1-4_FucosylT	1	1	TCGA_KIRC	Functions	genome	purity	up
Dehydrogenase	1	1	TCGA_KIRC	Functions	genome	purity	up
α3GalNAcT	1	1	TCGA_KIRC	Functions	genome	purity	up
RibitolT	1	1	TCGA_KIRC	Functions	genome	purity	up
Endoglycosidase	1	1	TCGA_KIRC	Functions	genome	purity	up
NAcetylgalactosaminidase	1	1	TCGA_KIRC	Functions	genome	purity	up
Glycosylation_Regulation	1	1	TCGA_KIRC	Functions	genome	purity	up
PAPS_Transporter	1	1	TCGA_KIRC	Functions	genome	purity	up
GalNAc_6C_Sulfatase	1	1	TCGA_KIRC	Functions	genome	purity	up
Cytidylyltransferase	1	1	TCGA_KIRC	Functions	genome	purity	up
Fucosidase	1	1	TCGA_KIRC	Functions	genome	purity	up
Iduronidase	1	1	TCGA_KIRC	Functions	genome	purity	up
Galactosidase	1	1	TCGA_KIRC	Functions	genome	purity	up
Dehydratase	1	1	TCGA_KIRC	Functions	genome	purity	up
β2GlcNAcT	1	1	TCGA_KIRC	Functions	genome	purity	up
Phosphatase	1	1	TCGA_KIRC	Functions	genome	purity	up
NAcetylglucosaminidase	1	1	TCGA_KIRP	Functions	genome	purity	up
Glycosidase	1	1	TCGA_KIRP	Functions	genome	purity	up
Glycogene	0.991154230885008	1	TCGA_KIRP	Functions	genome	purity	up
β3GalT	1	1	TCGA_KIRP	Functions	genome	purity	up
GalT	1	1	TCGA_KIRP	Functions	genome	purity	up
Glycosyltransferase	0.93421618424108	1	TCGA_KIRP	Functions	genome	purity	up
Transferase	0.948823048109427	1	TCGA_KIRP	Functions	genome	purity	up
SialylT	0.397785073720769	1	TCGA_KIRP	Functions	genome	purity	up
α2-8_SialylT	0.141097098529191	1	TCGA_KIRP	Functions	genome	purity	up
FucosylT	0.223935315245549	1	TCGA_KIRP	Functions	genome	purity	up
α1-3_FucosylT	0.119043429311445	1	TCGA_KIRP	Functions	genome	purity	up
GlcNAc3ST	0.162599535561839	1	TCGA_KIRP	Functions	genome	purity	up
Sulfotransferase	0.598740822751104	1	TCGA_KIRP	Functions	genome	purity	up
Modifying_Enzyme	0.858398179938848	1	TCGA_KIRP	Functions	genome	purity	up
Acetyltransferase	1	1	TCGA_KIRP	Functions	genome	purity	up
Other_Transferases	1	1	TCGA_KIRP	Functions	genome	purity	up
UDP-GlcA_Transporter	1	1	TCGA_KIRP	Functions	genome	purity	up
Transporter	1	1	TCGA_KIRP	Functions	genome	purity	up
UDP-GalNAc_Transporter	1	1	TCGA_KIRP	Functions	genome	purity	up
ManT	1	1	TCGA_KIRP	Functions	genome	purity	up
α2-6_SialylT	1	1	TCGA_KIRP	Functions	genome	purity	up
GalNAcT	1	1	TCGA_KIRP	Functions	genome	purity	up
ppGalNAcT	1	1	TCGA_KIRP	Functions	genome	purity	up
α2-3_SialylT	1	1	TCGA_KIRP	Functions	genome	purity	up
Gal3ST	1	1	TCGA_KIRP	Functions	genome	purity	up
β3GlcAT	1	1	TCGA_KIRP	Functions	genome	purity	up
GlcAT	1	1	TCGA_KIRP	Functions	genome	purity	up
β4GlcNAcT	1	1	TCGA_KIRP	Functions	genome	purity	up
GlcNAcT	1	1	TCGA_KIRP	Functions	genome	purity	up
Mannosidase	1	1	TCGA_KIRP	Functions	genome	purity	up
β4GalT	1	1	TCGA_KIRP	Functions	genome	purity	up
GlcNAc6ST	1	1	TCGA_KIRP	Functions	genome	purity	up
β6GlcNAcT	1	1	TCGA_KIRP	Functions	genome	purity	up
Glucose_Transporter	1	1	TCGA_KIRP	Functions	genome	purity	up
Epimerase	1	1	TCGA_KIRP	Functions	genome	purity	up
β4GalNAcT	1	1	TCGA_KIRP	Functions	genome	purity	up
α4GlcNAcT	1	1	TCGA_KIRP	Functions	genome	purity	up
GlcNAc_2C_Sulfatase	1	1	TCGA_KIRP	Functions	genome	purity	up
Sulfatase	1	1	TCGA_KIRP	Functions	genome	purity	up
Glycosylation_Enhancer	1	1	TCGA_KIRP	Functions	genome	purity	up
Glycosylation_Regulator	1	1	TCGA_KIRP	Functions	genome	purity	up
GalNAc4ST	1	1	TCGA_KIRP	Functions	genome	purity	up
GDP-Fuc_Transporter	1	1	TCGA_KIRP	Functions	genome	purity	up
GlcT	1	1	TCGA_KIRP	Functions	genome	purity	up
CS4ST	1	1	TCGA_KIRP	Functions	genome	purity	up
Kinase	1	1	TCGA_KIRP	Functions	genome	purity	up
Sialidase	1	1	TCGA_KIRP	Functions	genome	purity	up
Putative_or_Inactive_Glycogenes	1	1	TCGA_KIRP	Functions	genome	purity	up
Other_GlcNAcT	1	1	TCGA_KIRP	Functions	genome	purity	up
IdoA_2C_Sulfatase	1	1	TCGA_KIRP	Functions	genome	purity	up
GlcA_IdoA2ST	1	1	TCGA_KIRP	Functions	genome	purity	up
Gal6ST	1	1	TCGA_KIRP	Functions	genome	purity	up
Deacetylase	1	1	TCGA_KIRP	Functions	genome	purity	up
GalNAc6ST	1	1	TCGA_KIRP	Functions	genome	purity	up
α1-2_FucosylT	1	1	TCGA_KIRP	Functions	genome	purity	up
Decarboxylase	1	1	TCGA_KIRP	Functions	genome	purity	up
XylT	1	1	TCGA_KIRP	Functions	genome	purity	up
GlcAT3ST	1	1	TCGA_KIRP	Functions	genome	purity	up
UDP-Gal_Transporter	1	1	TCGA_KIRP	Functions	genome	purity	up
β3GalNAcT	1	1	TCGA_KIRP	Functions	genome	purity	up
α1-6_FucosylT	1	1	TCGA_KIRP	Functions	genome	purity	up
Glucuronidase	1	1	TCGA_KIRP	Functions	genome	purity	up
β4GlcAT	1	1	TCGA_KIRP	Functions	genome	purity	up
Glucosidase	1	1	TCGA_KIRP	Functions	genome	purity	up
Uridylyltransferase	1	1	TCGA_KIRP	Functions	genome	purity	up
Guanylyltransferase	1	1	TCGA_KIRP	Functions	genome	purity	up
GlcNAc_6C_Sulfatase	1	1	TCGA_KIRP	Functions	genome	purity	up
Aminotransferase	1	1	TCGA_KIRP	Functions	genome	purity	up
Acetylesterase	1	1	TCGA_KIRP	Functions	genome	purity	up
Synthase	1	1	TCGA_KIRP	Functions	genome	purity	up
UDP-Xyl_Transporter	1	1	TCGA_KIRP	Functions	genome	purity	up
UDP-GlcNAc_Transporter	1	1	TCGA_KIRP	Functions	genome	purity	up
UDP-Glc_Transporter	1	1	TCGA_KIRP	Functions	genome	purity	up
GDP-Man_Transporter	1	1	TCGA_KIRP	Functions	genome	purity	up
Oligosaccharyltransferase	1	1	TCGA_KIRP	Functions	genome	purity	up
CMP-Neu5Ac_Transporter	1	1	TCGA_KIRP	Functions	genome	purity	up
GDP-Man_Synthesis	1	1	TCGA_KIRP	Functions	genome	purity	up
Nucleotide_Sugar_Synthesis	1	1	TCGA_KIRP	Functions	genome	purity	up
Nucleotide_Sugar	1	1	TCGA_KIRP	Functions	genome	purity	up
donor_synthesis	1	1	TCGA_KIRP	Functions	genome	purity	up
Pathway	1	1	TCGA_KIRP	Functions	genome	purity	up
β3GlcNAcT	1	1	TCGA_KIRP	Functions	genome	purity	up
α1-4_FucosylT	1	1	TCGA_KIRP	Functions	genome	purity	up
Dehydrogenase	1	1	TCGA_KIRP	Functions	genome	purity	up
α3GalNAcT	1	1	TCGA_KIRP	Functions	genome	purity	up
RibitolT	1	1	TCGA_KIRP	Functions	genome	purity	up
Endoglycosidase	1	1	TCGA_KIRP	Functions	genome	purity	up
NAcetylgalactosaminidase	1	1	TCGA_KIRP	Functions	genome	purity	up
Glycosylation_Regulation	1	1	TCGA_KIRP	Functions	genome	purity	up
PAPS_Transporter	1	1	TCGA_KIRP	Functions	genome	purity	up
GalNAc_6C_Sulfatase	1	1	TCGA_KIRP	Functions	genome	purity	up
Cytidylyltransferase	1	1	TCGA_KIRP	Functions	genome	purity	up
Fucosidase	1	1	TCGA_KIRP	Functions	genome	purity	up
Iduronidase	1	1	TCGA_KIRP	Functions	genome	purity	up
Galactosidase	1	1	TCGA_KIRP	Functions	genome	purity	up
Dehydratase	1	1	TCGA_KIRP	Functions	genome	purity	up
β2GlcNAcT	1	1	TCGA_KIRP	Functions	genome	purity	up
Phosphatase	1	1	TCGA_KIRP	Functions	genome	purity	up
NAcetylglucosaminidase	1	1	TCGA_LIHC	Functions	genome	purity	up
Glycosidase	1	1	TCGA_LIHC	Functions	genome	purity	up
Glycogene	0.58901400404461	1	TCGA_LIHC	Functions	genome	purity	up
β3GalT	1	1	TCGA_LIHC	Functions	genome	purity	up
GalT	1	1	TCGA_LIHC	Functions	genome	purity	up
Glycosyltransferase	0.645184889545398	1	TCGA_LIHC	Functions	genome	purity	up
Transferase	0.508230730943153	1	TCGA_LIHC	Functions	genome	purity	up
SialylT	0.382207418028962	1	TCGA_LIHC	Functions	genome	purity	up
α2-8_SialylT	1	1	TCGA_LIHC	Functions	genome	purity	up
FucosylT	1	1	TCGA_LIHC	Functions	genome	purity	up
α1-3_FucosylT	1	1	TCGA_LIHC	Functions	genome	purity	up
GlcNAc3ST	1	1	TCGA_LIHC	Functions	genome	purity	up
Sulfotransferase	0.172341721459138	1	TCGA_LIHC	Functions	genome	purity	up
Modifying_Enzyme	0.262168544716591	1	TCGA_LIHC	Functions	genome	purity	up
Acetyltransferase	1	1	TCGA_LIHC	Functions	genome	purity	up
Other_Transferases	0.262229133617308	1	TCGA_LIHC	Functions	genome	purity	up
UDP-GlcA_Transporter	1	1	TCGA_LIHC	Functions	genome	purity	up
Transporter	1	1	TCGA_LIHC	Functions	genome	purity	up
UDP-GalNAc_Transporter	1	1	TCGA_LIHC	Functions	genome	purity	up
ManT	1	1	TCGA_LIHC	Functions	genome	purity	up
α2-6_SialylT	0.183501088607577	1	TCGA_LIHC	Functions	genome	purity	up
GalNAcT	0.544329491296326	1	TCGA_LIHC	Functions	genome	purity	up
ppGalNAcT	0.366341246522874	1	TCGA_LIHC	Functions	genome	purity	up
α2-3_SialylT	1	1	TCGA_LIHC	Functions	genome	purity	up
Gal3ST	0.0731977579145	1	TCGA_LIHC	Functions	genome	purity	up
β3GlcAT	0.0158305347745477	0.775696203952835	TCGA_LIHC	Functions	genome	purity	up
GlcAT	0.190429188040467	1	TCGA_LIHC	Functions	genome	purity	up
β4GlcNAcT	0.00362569290309519	0.355317904503329	TCGA_LIHC	Functions	genome	purity	up
GlcNAcT	0.283147689235883	1	TCGA_LIHC	Functions	genome	purity	up
Mannosidase	1	1	TCGA_LIHC	Functions	genome	purity	up
β4GalT	1	1	TCGA_LIHC	Functions	genome	purity	up
GlcNAc6ST	0.118999857855294	1	TCGA_LIHC	Functions	genome	purity	up
β6GlcNAcT	1	1	TCGA_LIHC	Functions	genome	purity	up
Glucose_Transporter	1	1	TCGA_LIHC	Functions	genome	purity	up
Epimerase	1	1	TCGA_LIHC	Functions	genome	purity	up
β4GalNAcT	1	1	TCGA_LIHC	Functions	genome	purity	up
α4GlcNAcT	1	1	TCGA_LIHC	Functions	genome	purity	up
GlcNAc_2C_Sulfatase	1	1	TCGA_LIHC	Functions	genome	purity	up
Sulfatase	0.141046437242832	1	TCGA_LIHC	Functions	genome	purity	up
Glycosylation_Enhancer	1	1	TCGA_LIHC	Functions	genome	purity	up
Glycosylation_Regulator	1	1	TCGA_LIHC	Functions	genome	purity	up
GalNAc4ST	1	1	TCGA_LIHC	Functions	genome	purity	up
GDP-Fuc_Transporter	1	1	TCGA_LIHC	Functions	genome	purity	up
GlcT	1	1	TCGA_LIHC	Functions	genome	purity	up
CS4ST	1	1	TCGA_LIHC	Functions	genome	purity	up
Kinase	1	1	TCGA_LIHC	Functions	genome	purity	up
Sialidase	1	1	TCGA_LIHC	Functions	genome	purity	up
Putative_or_Inactive_Glycogenes	1	1	TCGA_LIHC	Functions	genome	purity	up
Other_GlcNAcT	1	1	TCGA_LIHC	Functions	genome	purity	up
IdoA_2C_Sulfatase	1	1	TCGA_LIHC	Functions	genome	purity	up
GlcA_IdoA2ST	1	1	TCGA_LIHC	Functions	genome	purity	up
Gal6ST	1	1	TCGA_LIHC	Functions	genome	purity	up
Deacetylase	1	1	TCGA_LIHC	Functions	genome	purity	up
GalNAc6ST	1	1	TCGA_LIHC	Functions	genome	purity	up
α1-2_FucosylT	1	1	TCGA_LIHC	Functions	genome	purity	up
Decarboxylase	1	1	TCGA_LIHC	Functions	genome	purity	up
XylT	1	1	TCGA_LIHC	Functions	genome	purity	up
GlcAT3ST	1	1	TCGA_LIHC	Functions	genome	purity	up
UDP-Gal_Transporter	1	1	TCGA_LIHC	Functions	genome	purity	up
β3GalNAcT	1	1	TCGA_LIHC	Functions	genome	purity	up
α1-6_FucosylT	1	1	TCGA_LIHC	Functions	genome	purity	up
Glucuronidase	1	1	TCGA_LIHC	Functions	genome	purity	up
β4GlcAT	1	1	TCGA_LIHC	Functions	genome	purity	up
Glucosidase	1	1	TCGA_LIHC	Functions	genome	purity	up
Uridylyltransferase	1	1	TCGA_LIHC	Functions	genome	purity	up
Guanylyltransferase	1	1	TCGA_LIHC	Functions	genome	purity	up
GlcNAc_6C_Sulfatase	0.0731977579145	1	TCGA_LIHC	Functions	genome	purity	up
Aminotransferase	0.0494129796117442	1	TCGA_LIHC	Functions	genome	purity	up
Acetylesterase	1	1	TCGA_LIHC	Functions	genome	purity	up
Synthase	1	1	TCGA_LIHC	Functions	genome	purity	up
UDP-Xyl_Transporter	1	1	TCGA_LIHC	Functions	genome	purity	up
UDP-GlcNAc_Transporter	1	1	TCGA_LIHC	Functions	genome	purity	up
UDP-Glc_Transporter	1	1	TCGA_LIHC	Functions	genome	purity	up
GDP-Man_Transporter	1	1	TCGA_LIHC	Functions	genome	purity	up
Oligosaccharyltransferase	1	1	TCGA_LIHC	Functions	genome	purity	up
CMP-Neu5Ac_Transporter	1	1	TCGA_LIHC	Functions	genome	purity	up
GDP-Man_Synthesis	1	1	TCGA_LIHC	Functions	genome	purity	up
Nucleotide_Sugar_Synthesis	1	1	TCGA_LIHC	Functions	genome	purity	up
Nucleotide_Sugar	1	1	TCGA_LIHC	Functions	genome	purity	up
donor_synthesis	1	1	TCGA_LIHC	Functions	genome	purity	up
Pathway	1	1	TCGA_LIHC	Functions	genome	purity	up
β3GlcNAcT	1	1	TCGA_LIHC	Functions	genome	purity	up
α1-4_FucosylT	1	1	TCGA_LIHC	Functions	genome	purity	up
Dehydrogenase	1	1	TCGA_LIHC	Functions	genome	purity	up
α3GalNAcT	1	1	TCGA_LIHC	Functions	genome	purity	up
RibitolT	1	1	TCGA_LIHC	Functions	genome	purity	up
Endoglycosidase	1	1	TCGA_LIHC	Functions	genome	purity	up
NAcetylgalactosaminidase	1	1	TCGA_LIHC	Functions	genome	purity	up
Glycosylation_Regulation	1	1	TCGA_LIHC	Functions	genome	purity	up
PAPS_Transporter	1	1	TCGA_LIHC	Functions	genome	purity	up
GalNAc_6C_Sulfatase	1	1	TCGA_LIHC	Functions	genome	purity	up
Cytidylyltransferase	1	1	TCGA_LIHC	Functions	genome	purity	up
Fucosidase	1	1	TCGA_LIHC	Functions	genome	purity	up
Iduronidase	1	1	TCGA_LIHC	Functions	genome	purity	up
Galactosidase	1	1	TCGA_LIHC	Functions	genome	purity	up
Dehydratase	1	1	TCGA_LIHC	Functions	genome	purity	up
β2GlcNAcT	1	1	TCGA_LIHC	Functions	genome	purity	up
Phosphatase	1	1	TCGA_LIHC	Functions	genome	purity	up
NAcetylglucosaminidase	1	1	TCGA_LUAD	Functions	genome	purity	up
Glycosidase	1	1	TCGA_LUAD	Functions	genome	purity	up
Glycogene	0.989809640172495	1	TCGA_LUAD	Functions	genome	purity	up
β3GalT	1	1	TCGA_LUAD	Functions	genome	purity	up
GalT	1	1	TCGA_LUAD	Functions	genome	purity	up
Glycosyltransferase	0.986758296000058	1	TCGA_LUAD	Functions	genome	purity	up
Transferase	0.990252241160009	1	TCGA_LUAD	Functions	genome	purity	up
SialylT	1	1	TCGA_LUAD	Functions	genome	purity	up
α2-8_SialylT	1	1	TCGA_LUAD	Functions	genome	purity	up
FucosylT	0.22398661065759	1	TCGA_LUAD	Functions	genome	purity	up
α1-3_FucosylT	0.119072950641176	1	TCGA_LUAD	Functions	genome	purity	up
GlcNAc3ST	1	1	TCGA_LUAD	Functions	genome	purity	up
Sulfotransferase	1	1	TCGA_LUAD	Functions	genome	purity	up
Modifying_Enzyme	0.847236666552092	1	TCGA_LUAD	Functions	genome	purity	up
Acetyltransferase	1	1	TCGA_LUAD	Functions	genome	purity	up
Other_Transferases	1	1	TCGA_LUAD	Functions	genome	purity	up
UDP-GlcA_Transporter	1	1	TCGA_LUAD	Functions	genome	purity	up
Transporter	0.350241084107012	1	TCGA_LUAD	Functions	genome	purity	up
UDP-GalNAc_Transporter	1	1	TCGA_LUAD	Functions	genome	purity	up
ManT	1	1	TCGA_LUAD	Functions	genome	purity	up
α2-6_SialylT	1	1	TCGA_LUAD	Functions	genome	purity	up
GalNAcT	1	1	TCGA_LUAD	Functions	genome	purity	up
ppGalNAcT	1	1	TCGA_LUAD	Functions	genome	purity	up
α2-3_SialylT	1	1	TCGA_LUAD	Functions	genome	purity	up
Gal3ST	1	1	TCGA_LUAD	Functions	genome	purity	up
β3GlcAT	1	1	TCGA_LUAD	Functions	genome	purity	up
GlcAT	1	1	TCGA_LUAD	Functions	genome	purity	up
β4GlcNAcT	1	1	TCGA_LUAD	Functions	genome	purity	up
GlcNAcT	1	1	TCGA_LUAD	Functions	genome	purity	up
Mannosidase	1	1	TCGA_LUAD	Functions	genome	purity	up
β4GalT	1	1	TCGA_LUAD	Functions	genome	purity	up
GlcNAc6ST	1	1	TCGA_LUAD	Functions	genome	purity	up
β6GlcNAcT	1	1	TCGA_LUAD	Functions	genome	purity	up
Glucose_Transporter	0.183607909657081	1	TCGA_LUAD	Functions	genome	purity	up
Epimerase	1	1	TCGA_LUAD	Functions	genome	purity	up
β4GalNAcT	1	1	TCGA_LUAD	Functions	genome	purity	up
α4GlcNAcT	1	1	TCGA_LUAD	Functions	genome	purity	up
GlcNAc_2C_Sulfatase	1	1	TCGA_LUAD	Functions	genome	purity	up
Sulfatase	1	1	TCGA_LUAD	Functions	genome	purity	up
Glycosylation_Enhancer	1	1	TCGA_LUAD	Functions	genome	purity	up
Glycosylation_Regulator	1	1	TCGA_LUAD	Functions	genome	purity	up
GalNAc4ST	1	1	TCGA_LUAD	Functions	genome	purity	up
GDP-Fuc_Transporter	1	1	TCGA_LUAD	Functions	genome	purity	up
GlcT	1	1	TCGA_LUAD	Functions	genome	purity	up
CS4ST	1	1	TCGA_LUAD	Functions	genome	purity	up
Kinase	0.243421863467682	1	TCGA_LUAD	Functions	genome	purity	up
Sialidase	1	1	TCGA_LUAD	Functions	genome	purity	up
Putative_or_Inactive_Glycogenes	1	1	TCGA_LUAD	Functions	genome	purity	up
Other_GlcNAcT	1	1	TCGA_LUAD	Functions	genome	purity	up
IdoA_2C_Sulfatase	1	1	TCGA_LUAD	Functions	genome	purity	up
GlcA_IdoA2ST	1	1	TCGA_LUAD	Functions	genome	purity	up
Gal6ST	1	1	TCGA_LUAD	Functions	genome	purity	up
Deacetylase	1	1	TCGA_LUAD	Functions	genome	purity	up
GalNAc6ST	1	1	TCGA_LUAD	Functions	genome	purity	up
α1-2_FucosylT	1	1	TCGA_LUAD	Functions	genome	purity	up
Decarboxylase	1	1	TCGA_LUAD	Functions	genome	purity	up
XylT	1	1	TCGA_LUAD	Functions	genome	purity	up
GlcAT3ST	1	1	TCGA_LUAD	Functions	genome	purity	up
UDP-Gal_Transporter	1	1	TCGA_LUAD	Functions	genome	purity	up
β3GalNAcT	1	1	TCGA_LUAD	Functions	genome	purity	up
α1-6_FucosylT	1	1	TCGA_LUAD	Functions	genome	purity	up
Glucuronidase	1	1	TCGA_LUAD	Functions	genome	purity	up
β4GlcAT	1	1	TCGA_LUAD	Functions	genome	purity	up
Glucosidase	1	1	TCGA_LUAD	Functions	genome	purity	up
Uridylyltransferase	1	1	TCGA_LUAD	Functions	genome	purity	up
Guanylyltransferase	1	1	TCGA_LUAD	Functions	genome	purity	up
GlcNAc_6C_Sulfatase	1	1	TCGA_LUAD	Functions	genome	purity	up
Aminotransferase	1	1	TCGA_LUAD	Functions	genome	purity	up
Acetylesterase	1	1	TCGA_LUAD	Functions	genome	purity	up
Synthase	1	1	TCGA_LUAD	Functions	genome	purity	up
UDP-Xyl_Transporter	1	1	TCGA_LUAD	Functions	genome	purity	up
UDP-GlcNAc_Transporter	1	1	TCGA_LUAD	Functions	genome	purity	up
UDP-Glc_Transporter	1	1	TCGA_LUAD	Functions	genome	purity	up
GDP-Man_Transporter	1	1	TCGA_LUAD	Functions	genome	purity	up
Oligosaccharyltransferase	1	1	TCGA_LUAD	Functions	genome	purity	up
CMP-Neu5Ac_Transporter	1	1	TCGA_LUAD	Functions	genome	purity	up
GDP-Man_Synthesis	1	1	TCGA_LUAD	Functions	genome	purity	up
Nucleotide_Sugar_Synthesis	1	1	TCGA_LUAD	Functions	genome	purity	up
Nucleotide_Sugar	1	1	TCGA_LUAD	Functions	genome	purity	up
donor_synthesis	1	1	TCGA_LUAD	Functions	genome	purity	up
Pathway	1	1	TCGA_LUAD	Functions	genome	purity	up
β3GlcNAcT	1	1	TCGA_LUAD	Functions	genome	purity	up
α1-4_FucosylT	1	1	TCGA_LUAD	Functions	genome	purity	up
Dehydrogenase	1	1	TCGA_LUAD	Functions	genome	purity	up
α3GalNAcT	1	1	TCGA_LUAD	Functions	genome	purity	up
RibitolT	1	1	TCGA_LUAD	Functions	genome	purity	up
Endoglycosidase	1	1	TCGA_LUAD	Functions	genome	purity	up
NAcetylgalactosaminidase	1	1	TCGA_LUAD	Functions	genome	purity	up
Glycosylation_Regulation	1	1	TCGA_LUAD	Functions	genome	purity	up
PAPS_Transporter	1	1	TCGA_LUAD	Functions	genome	purity	up
GalNAc_6C_Sulfatase	1	1	TCGA_LUAD	Functions	genome	purity	up
Cytidylyltransferase	1	1	TCGA_LUAD	Functions	genome	purity	up
Fucosidase	1	1	TCGA_LUAD	Functions	genome	purity	up
Iduronidase	1	1	TCGA_LUAD	Functions	genome	purity	up
Galactosidase	1	1	TCGA_LUAD	Functions	genome	purity	up
Dehydratase	1	1	TCGA_LUAD	Functions	genome	purity	up
β2GlcNAcT	1	1	TCGA_LUAD	Functions	genome	purity	up
Phosphatase	1	1	TCGA_LUAD	Functions	genome	purity	up
NAcetylglucosaminidase	1	1	TCGA_LUSC	Functions	genome	purity	up
Glycosidase	1	1	TCGA_LUSC	Functions	genome	purity	up
Glycogene	0.990929794785484	1	TCGA_LUSC	Functions	genome	purity	up
β3GalT	1	1	TCGA_LUSC	Functions	genome	purity	up
GalT	1	1	TCGA_LUSC	Functions	genome	purity	up
Glycosyltransferase	0.988006380229292	1	TCGA_LUSC	Functions	genome	purity	up
Transferase	0.991169085572741	1	TCGA_LUSC	Functions	genome	purity	up
SialylT	1	1	TCGA_LUSC	Functions	genome	purity	up
α2-8_SialylT	1	1	TCGA_LUSC	Functions	genome	purity	up
FucosylT	0.223877622344626	1	TCGA_LUSC	Functions	genome	purity	up
α1-3_FucosylT	0.119011592786583	1	TCGA_LUSC	Functions	genome	purity	up
GlcNAc3ST	0.162556684439123	1	TCGA_LUSC	Functions	genome	purity	up
Sulfotransferase	0.608674483530949	1	TCGA_LUSC	Functions	genome	purity	up
Modifying_Enzyme	0.577442959013168	1	TCGA_LUSC	Functions	genome	purity	up
Acetyltransferase	1	1	TCGA_LUSC	Functions	genome	purity	up
Other_Transferases	1	1	TCGA_LUSC	Functions	genome	purity	up
UDP-GlcA_Transporter	1	1	TCGA_LUSC	Functions	genome	purity	up
Transporter	1	1	TCGA_LUSC	Functions	genome	purity	up
UDP-GalNAc_Transporter	1	1	TCGA_LUSC	Functions	genome	purity	up
ManT	1	1	TCGA_LUSC	Functions	genome	purity	up
α2-6_SialylT	1	1	TCGA_LUSC	Functions	genome	purity	up
GalNAcT	1	1	TCGA_LUSC	Functions	genome	purity	up
ppGalNAcT	1	1	TCGA_LUSC	Functions	genome	purity	up
α2-3_SialylT	1	1	TCGA_LUSC	Functions	genome	purity	up
Gal3ST	1	1	TCGA_LUSC	Functions	genome	purity	up
β3GlcAT	1	1	TCGA_LUSC	Functions	genome	purity	up
GlcAT	1	1	TCGA_LUSC	Functions	genome	purity	up
β4GlcNAcT	1	1	TCGA_LUSC	Functions	genome	purity	up
GlcNAcT	1	1	TCGA_LUSC	Functions	genome	purity	up
Mannosidase	1	1	TCGA_LUSC	Functions	genome	purity	up
β4GalT	1	1	TCGA_LUSC	Functions	genome	purity	up
GlcNAc6ST	1	1	TCGA_LUSC	Functions	genome	purity	up
β6GlcNAcT	1	1	TCGA_LUSC	Functions	genome	purity	up
Glucose_Transporter	1	1	TCGA_LUSC	Functions	genome	purity	up
Epimerase	1	1	TCGA_LUSC	Functions	genome	purity	up
β4GalNAcT	1	1	TCGA_LUSC	Functions	genome	purity	up
